0,1,1,1,0,7467,2020,18,1,4,2,7999,166,13,9156,14941,18,5,6,0,8741,22,12,5160,173,13,0,7,1,6086,147,12,8982,147,7,5,8,3,7905,131,10,4355,111,20,1,6,8,5077,16,8,0
1,0,0,0,1,10989,5433,13,9,3,5,10376,156,13,13352,6266,18,11,1,6,10711,37,14,18839,13010,20,9,1,6,9586,144,14,5100,6285,22,0,4,11,7028,120,11,8497,7062,36,2,4,16,6831,11,11,1
0,1,1,1,1,32362,38861,35,18,3,16,17847,58,17,11494,2672,80,5,8,14,9293,35,13,23667,21773,31,5,5,20,12950,174,16,18453,11837,32,9,5,9,14351,207,17,22355,2425,36,8,7,15,12406,149,16,1
1,0,0,0,0,31168,8606,32,10,9,5,14081,212,15,25228,15191,33,8,11,8,13278,47,15,17866,0,19,4,8,12,10143,179,14,5553,925,77,1,8,16,7055,27,12,22586,961,19,5,9,12,9748,142,14,0
0,0,0,0,0,11948,6180,13,1,7,5,9907,202,15,14065,7191,28,2,2,4,9342,30,14,13650,2176,15,4,6,1,8748,161,14,10714,2727,17,5,4,3,11139,220,13,5280,0,58,2,5,6,6125,29,11,0
1,1,1,1,1,25016,18000,26,14,0,0,17032,242,17,5871,34390,22,2,2,7,8672,10,14,24253,331,15,5,5,2,11027,214,16,14778,18823,24,3,3,8,12293,213,15,7331,3383,33,0,4,12,7491,36,13,1
0,0,1,0,1,24372,4606,36,3,4,10,12666,207,17,34780,67905,56,5,4,13,16193,87,18,39193,32034,45,6,3,13,18166,331,18,38794,30856,54,11,4,9,19153,298,18,10151,5921,92,2,2,23,11157,46,16,1
1,1,0,1,0,26185,25688,43,7,5,3,18808,302,18,26260,28345,39,3,4,6,13968,65,18,15953,7036,46,3,5,2,15303,310,18,5332,6056,103,1,6,6,9276,44,14,21173,10175,52,3,7,7,15665,282,16,0
0,0,1,1,1,15976,9559,25,10,4,6,13512,211,15,16407,12523,32,9,2,11,12711,197,14,15009,40642,23,12,5,12,12882,25,15,16886,3369,14,2,4,27,10001,151,15,18832,2219,81,6,2,22,9221,36,13,1
1,1,0,0,0,18045,6759,22,4,6,3,10434,186,14,17107,10964,25,7,11,7,10812,4,13,13104,8059,9,2,9,5,9274,187,13,9937,761,21,1,6,1,8139,156,12,5630,0,40,3,8,8,7131,37,11,0
0,0,0,0,1,16070,5680,36,4,4,8,12454,242,18,15428,38453,29,8,6,8,13385,32,17,21789,5935,32,2,8,15,10929,139,16,7536,689,79,3,6,14,8770,36,14,27654,31845,58,10,3,7,17876,295,18,1
1,1,1,1,0,16071,1124,33,6,3,5,11886,202,16,31112,17794,35,12,6,8,16383,79,17,16273,8056,31,7,9,5,12226,176,15,9266,5096,26,2,4,8,10515,199,14,5204,196,76,0,5,12,7027,34,12,0
0,0,0,1,0,11825,699,8,3,7,4,7767,155,12,5620,9468,23,3,3,6,8061,22,12,13544,176,15,7,4,1,9093,148,13,2666,42,37,1,6,3,4985,31,9,7792,0,9,3,5,3,7976,142,11,0
1,1,1,0,0,8420,4326,19,3,5,5,6732,108,13,5877,3201,26,2,2,5,8572,181,13,10913,10565,23,8,4,11,10089,19,13,17606,18227,15,10,3,5,11700,169,12,4328,3496,36,2,3,9,6418,22,10,1
0,1,0,1,0,6280,12878,20,1,5,3,7186,11,11,1945,903,33,0,3,2,4676,27,9,5940,1354,15,2,3,2,7813,164,11,10486,3941,13,5,6,0,9270,154,12,6574,1336,14,2,4,2,7963,164,12,0
1,0,1,0,0,10544,4131,10,6,3,1,10613,179,14,12536,25573,21,8,2,2,9514,28,14,10177,5278,20,5,3,3,8576,166,13,5820,1586,43,1,1,11,6169,9,12,12735,9287,20,1,1,7,10091,188,12,1
0,1,1,0,0,5293,2149,16,3,3,11,7621,9,11,5809,1811,52,2,1,7,5534,31,10,11034,13294,15,3,3,5,7987,168,12,11963,107,18,5,3,8,7428,101,12,14513,3501,8,8,3,5,9025,135,13,1
1,0,0,1,0,4637,22350,20,3,4,4,7165,12,10,2899,0,20,1,4,5,4469,19,8,8670,6690,10,2,5,3,7195,138,12,8345,3285,16,5,3,4,8760,150,12,7251,6437,20,2,5,1,8058,172,12,0
0,0,0,1,1,31590,13471,34,4,5,21,16902,267,18,47875,50208,31,19,8,15,21348,63,18,38575,10455,49,8,6,22,17985,268,18,6312,1597,100,1,14,28,10507,41,16,40527,9661,44,14,3,14,18781,234,18,1
1,1,1,0,0,22393,2541,29,5,11,13,14008,203,18,31237,12018,38,5,12,21,14637,99,18,23948,3300,23,4,8,9,13235,230,18,59785,29651,52,20,6,8,24334,368,18,10944,4275,128,2,9,25,10480,25,16,0
0,0,1,0,0,16331,7399,13,6,7,6,10726,29,13,11105,2976,19,2,4,4,8343,169,13,14046,4034,44,9,6,1,10755,166,13,9756,1891,48,0,8,11,5922,9,11,15951,5355,17,3,6,5,8777,121,13,0
1,1,0,1,1,22758,3110,11,7,7,7,10282,128,14,24718,34063,18,10,4,8,13405,62,15,16278,6398,12,5,4,11,9827,126,13,5543,712,63,2,3,15,7314,33,12,15799,16396,11,7,2,7,11211,160,13,1
0,1,1,1,0,21252,5327,30,2,2,14,13037,228,18,15090,20936,49,8,8,8,13093,40,15,16303,18974,26,9,2,4,14645,236,16,10546,3821,97,3,8,11,8670,43,13,19061,16874,23,4,2,10,13974,248,16,0
1,0,0,0,1,20499,3693,23,6,5,5,12879,225,17,16527,37300,35,4,4,9,13678,77,16,17151,10181,26,3,6,7,14191,279,17,4534,2518,63,0,4,12,7533,19,14,25159,19593,32,9,7,5,17387,248,16,1
0,0,1,1,0,16366,6752,14,1,6,4,11153,232,15,11522,10373,26,3,7,4,8726,12,12,17923,3491,23,6,8,5,11495,193,14,13237,375,22,4,4,1,8066,136,11,6147,0,79,2,8,6,6053,29,11,0
1,1,0,0,1,12889,5607,26,2,2,14,9207,150,15,15317,28375,30,8,4,14,12367,35,15,31735,10683,20,17,2,11,14616,174,16,13351,10012,28,5,0,14,12403,228,15,5661,1383,43,1,8,19,7255,7,12,1
0,0,1,1,0,11005,4435,10,3,2,5,7079,119,10,11416,8220,5,6,0,1,10063,137,13,4973,971,36,2,4,11,5741,24,9,6574,19407,14,6,2,5,8292,14,10,11647,2052,9,5,2,6,8283,152,12,1
1,1,0,0,0,7300,0,11,1,4,4,5488,112,10,5604,407,9,2,5,1,5880,111,10,11332,1688,16,3,5,5,6689,30,10,4594,0,28,2,3,5,4570,21,8,6815,164,6,2,5,4,5284,78,8,0
0,0,0,0,0,3495,1522,5,0,3,0,4603,113,9,4913,0,3,1,3,0,3919,67,9,4737,0,5,1,5,0,4086,82,8,1032,4439,7,0,2,1,4077,3,8,5438,815,14,1,5,0,4078,13,7,0
1,1,1,1,0,4023,21317,11,4,1,3,7805,33,11,8882,1933,15,7,1,3,8093,130,11,5837,6612,16,3,1,3,7611,108,11,3257,12329,10,2,0,4,6010,92,9,1718,2841,19,2,0,6,4876,16,8,1
0,0,0,0,0,19043,21534,19,4,3,12,12109,173,16,17076,21698,49,8,6,11,11182,21,15,23798,11292,18,15,3,13,14370,164,16,24811,6879,24,11,10,5,13064,156,15,9007,6333,109,2,8,24,8968,39,15,1
1,1,1,1,0,16479,6159,19,3,7,6,12326,213,15,13967,32191,28,7,7,7,11458,36,15,16255,1098,23,6,6,8,10648,151,14,6971,664,55,2,11,16,7793,26,12,23267,7920,18,12,9,9,14137,185,14,0
0,1,0,0,0,32268,27913,27,12,4,10,15584,66,16,8214,1098,58,2,4,18,8249,11,13,19743,6551,24,7,6,6,13559,246,17,19098,7194,35,6,5,12,13973,223,16,9163,2674,28,6,2,12,11424,186,17,1
1,0,1,1,0,14325,40814,42,4,6,9,11829,32,15,15943,13023,40,6,5,9,13783,240,15,5975,4984,65,3,7,11,8474,36,12,19239,4819,31,5,9,1,13767,241,17,14230,6975,35,3,6,8,13345,245,17,0
0,0,0,1,0,11690,2168,18,4,10,3,10379,153,13,7821,36725,26,1,10,1,7514,38,11,11073,3831,15,2,8,1,7665,133,12,5193,0,44,1,3,6,6097,28,10,18565,1846,17,5,6,3,9000,159,12,0
1,1,1,0,1,29416,15294,13,15,3,10,14122,165,15,12285,11983,30,6,2,21,10896,35,14,31223,5468,6,11,4,9,11588,193,15,9258,3566,51,0,2,22,6880,9,13,13175,9249,15,5,2,7,8902,132,13,1
0,1,1,1,0,17894,2310,34,7,7,2,12837,167,15,18669,20964,32,3,6,5,12762,38,15,22060,3785,23,4,5,6,13160,265,17,26174,18410,28,9,10,4,15592,243,15,4994,3030,70,1,10,10,7950,30,12,0
1,0,0,0,1,24231,8446,23,9,6,11,13998,199,17,17164,19723,20,9,8,9,13810,174,15,31393,41902,48,11,3,17,17296,74,18,6634,3516,98,0,5,32,9679,17,15,24249,8409,38,9,2,13,13810,185,17,1
0,1,1,1,0,17206,2311,23,6,8,6,11131,169,15,20732,18675,57,5,7,14,11254,43,16,13391,6639,31,3,5,9,12774,216,16,34388,23432,34,18,9,4,16904,221,14,10185,1049,118,1,5,22,8572,44,14,0
1,0,0,0,1,23595,22038,24,9,7,11,15664,237,18,20809,23630,24,8,4,11,13793,41,17,17716,5969,33,5,6,9,12457,211,17,11381,2721,44,2,9,21,8777,5,15,26414,15607,33,10,7,9,15266,229,16,1
0,0,1,0,0,11511,4731,20,0,7,6,9963,188,16,24377,8338,62,7,5,3,13261,91,16,26065,1867,34,6,6,5,12500,168,15,31876,7703,41,6,3,5,14016,245,15,7181,1161,88,1,8,7,7379,29,13,0
1,1,0,1,1,20759,17846,24,3,3,15,13532,228,17,22171,44667,26,10,2,9,15489,38,18,23141,8807,20,4,8,7,13200,235,17,16172,21282,26,6,3,10,12402,169,15,11193,8548,89,6,4,12,9841,41,15,1
0,0,1,1,0,15318,1545,15,2,7,4,8144,152,13,14269,11426,20,4,8,7,9338,30,13,19996,1037,10,9,7,1,10295,135,13,8149,7735,22,2,3,1,8759,187,12,3757,152,45,1,8,7,6134,25,10,0
1,1,0,0,1,19597,14386,20,11,4,4,11734,136,14,20822,25378,21,12,5,5,12649,26,15,17580,11079,23,7,5,8,11366,199,15,3229,2276,29,0,2,14,6812,46,12,7782,7099,30,3,2,11,8733,78,13,1
0,1,0,1,0,7211,1733,9,2,5,0,8667,201,14,5307,10958,26,4,6,2,9200,34,11,6414,435,17,0,5,4,7098,149,13,6124,540,19,2,6,3,5471,6,8,5139,947,15,0,6,0,7003,127,11,0
1,0,1,0,1,10444,21047,22,11,2,7,11508,11,14,13737,12229,18,7,2,7,11518,171,13,10279,2729,52,3,0,16,8651,16,12,11775,7263,29,4,1,13,11280,183,15,4745,16592,9,3,3,4,10774,192,15,1
0,1,0,0,0,15710,4061,14,2,7,7,9797,204,14,10704,15366,28,6,6,8,10638,37,13,16841,5780,11,5,6,10,10103,133,14,8210,889,53,2,7,10,6633,40,11,15095,5569,29,8,6,8,12173,191,14,0
1,0,1,1,1,13828,4769,36,6,2,11,12358,207,16,16165,40952,19,10,3,8,14192,46,16,14792,8880,21,3,6,7,10277,159,14,24224,13969,21,3,3,9,14003,216,16,10267,1400,84,10,9,7,12869,53,13,1
0,0,1,1,1,21563,9039,13,13,4,7,13557,174,16,9852,40341,16,3,1,18,9623,31,14,25295,9548,18,8,2,9,12000,207,15,7442,3861,38,1,2,14,7113,9,12,11411,12219,20,5,2,7,12094,196,13,1
1,1,0,0,0,11988,1103,14,2,4,8,8125,147,14,10350,3309,26,5,8,3,8931,41,12,12239,947,11,2,8,3,8437,191,13,7168,131,14,1,5,5,8149,173,12,6466,0,23,1,5,5,5266,3,11,0
0,0,1,1,1,34590,19025,22,15,6,8,16663,218,17,18234,16705,22,8,9,11,12879,33,15,17479,12204,20,3,10,9,10063,162,15,12401,9632,15,3,8,15,11980,167,15,13453,1499,102,2,5,21,9489,37,15,0
1,1,0,0,0,30687,54362,35,21,5,6,18455,40,17,21190,13229,36,4,6,15,13258,223,16,5361,1154,89,0,4,22,8494,46,14,13025,1057,20,6,8,7,10267,145,16,23855,8534,26,7,8,16,12782,184,17,1
0,0,1,0,1,9094,7568,26,3,1,3,9595,191,15,9583,34773,26,7,1,8,12666,57,17,15008,10607,17,6,7,6,11691,187,15,27629,20028,40,9,0,5,15011,257,15,6482,2620,55,0,2,17,8028,7,13,1
1,1,0,1,0,10975,5121,26,2,5,5,10894,75,15,7652,0,49,0,6,5,5780,14,12,9230,0,21,3,5,2,8793,177,13,6930,15053,27,2,3,1,10803,249,15,9262,6457,31,4,6,1,11191,226,15,0
0,0,0,0,0,7251,0,15,3,7,6,6346,91,12,6791,26722,20,3,7,3,8604,40,11,11602,2498,13,3,11,4,6242,110,11,14151,2049,9,5,6,6,8741,132,12,4904,117,24,0,6,6,4654,12,9,0
1,1,1,1,1,23206,8713,15,12,5,4,12064,183,15,8009,20351,23,2,4,7,7906,14,12,21140,8134,11,14,0,3,11629,144,14,21491,6154,22,8,2,12,12137,204,14,3331,2730,47,1,4,13,6451,29,11,1
0,0,0,0,0,5293,1826,12,4,7,2,8374,132,13,6524,17698,19,3,8,0,6640,12,10,15843,1443,16,3,6,4,7340,143,13,3818,1588,36,1,4,7,6350,29,11,12203,2235,22,3,1,5,9609,231,13,0
1,1,1,1,1,15161,29762,34,8,2,8,12104,36,14,22783,7810,14,11,4,3,13386,187,15,12716,13022,18,3,3,9,10453,187,14,4037,886,38,1,4,11,6646,21,11,15810,24198,18,3,1,9,9301,177,13,1
0,1,1,1,0,19749,15701,38,4,6,9,14049,97,16,26089,2853,31,7,9,11,14757,230,17,27954,5053,48,6,6,12,14945,268,16,10438,2561,19,3,5,7,12590,211,17,7814,81,88,2,4,14,8709,45,15,0
1,0,0,0,0,17174,54078,47,4,4,15,14400,36,18,11759,1065,95,3,7,18,9824,20,15,26690,25985,17,5,2,11,15686,302,18,19348,21854,45,4,4,12,16548,286,18,27118,6673,39,14,5,8,16629,215,18,1
0,1,1,1,0,14743,2686,12,7,1,6,9681,160,13,10904,25741,29,10,1,2,11009,40,13,7770,5943,13,2,5,11,6556,81,11,12850,15404,14,4,1,5,8835,149,12,10995,2513,48,3,2,10,6239,26,11,1
1,0,0,0,0,13984,811,16,5,7,2,8022,143,12,9576,3429,17,2,5,6,7415,15,12,4961,1130,6,2,4,0,6028,127,11,4904,0,28,0,6,3,4366,33,9,8479,1273,10,1,4,3,6896,149,10,0
0,0,1,0,0,42596,9646,17,19,5,6,18172,204,18,15888,27329,21,4,11,13,12651,55,16,29302,6957,20,3,12,11,14284,253,17,30641,14810,45,8,8,9,18017,270,17,7759,2804,76,2,12,14,9773,31,15,0
1,1,0,1,1,25659,28671,30,7,7,30,16203,60,18,10251,4549,88,8,8,15,12797,52,15,23491,18631,23,8,7,18,16416,232,17,24707,8818,35,6,7,20,14994,185,18,52885,20345,37,19,7,15,20505,234,18,1
0,0,0,0,0,5687,1282,10,0,4,1,4068,74,10,3574,2701,9,1,2,4,4972,6,9,3923,0,6,3,3,1,5706,79,9,3168,0,17,0,2,4,3543,25,7,5024,1987,6,2,1,1,6138,137,11,0
1,1,1,1,0,3117,18350,14,2,1,1,6217,16,10,9124,3801,10,4,2,0,7761,137,12,7408,9857,12,0,0,2,5929,130,11,7351,1665,18,1,1,6,4901,6,9,8682,3437,11,4,2,2,7313,128,9,1
0,1,1,0,0,28011,6093,20,7,10,5,13013,225,16,11375,23866,19,6,8,5,10418,23,14,12679,1784,30,5,5,4,10715,163,15,9564,0,105,3,9,6,8303,37,12,27580,5107,23,3,4,5,14642,305,16,0
1,0,0,1,1,9796,9360,25,2,8,11,10757,157,15,42505,35272,17,20,6,11,17854,92,17,15037,6527,22,4,5,9,9976,137,15,26295,11459,26,7,4,16,13401,211,16,8007,1927,76,3,1,22,9362,54,15,1
0,1,1,0,0,9452,3417,15,0,6,0,5978,111,11,8031,3867,21,4,5,8,8225,17,12,6446,1186,37,0,7,12,5663,22,9,17929,3502,17,6,6,4,11224,178,13,10300,3006,21,7,5,1,9895,162,11,0
1,0,0,1,0,12605,21488,30,6,4,6,9481,30,13,10710,3894,13,7,2,5,8686,136,12,4757,1635,47,0,6,12,5508,25,10,19382,1321,18,8,4,11,9861,118,13,17847,10945,21,8,1,7,11319,169,14,1
0,0,1,1,0,11182,1076,12,2,7,9,7182,113,11,5560,13067,24,2,7,9,7004,17,10,3902,232,18,3,4,8,6323,27,10,8397,3661,20,4,1,3,9164,188,12,12397,0,10,5,7,4,6641,104,10,0
1,1,0,0,0,5747,2108,16,3,4,10,7356,122,13,14432,31020,17,9,2,6,9377,7,13,22568,1434,10,9,4,10,10684,162,13,11791,4936,26,3,2,10,8961,187,12,4259,1516,27,2,4,10,5903,10,10,1
0,1,0,0,0,5512,4949,39,0,3,11,5526,24,9,19456,17919,16,12,2,4,10852,21,13,4702,0,8,0,2,8,6045,123,12,10838,8262,14,5,0,7,9472,167,12,9004,1329,14,2,3,6,7958,149,12,1
1,0,1,1,0,7257,0,14,3,6,1,7021,110,11,5355,1558,13,1,2,3,6396,115,10,6920,10560,17,3,5,1,6890,18,11,11981,8067,10,3,2,4,10755,175,13,3288,807,32,0,4,4,4337,24,8,0
0,1,1,1,0,2457,998,21,1,3,9,4099,16,7,7732,0,5,3,4,2,5517,102,9,7657,2457,11,7,0,3,7861,118,10,7980,13435,12,3,1,10,7675,30,11,13850,3808,7,6,0,5,8199,128,12,1
1,0,0,0,0,3936,0,14,1,2,3,4684,98,10,8532,579,7,1,3,3,5023,101,9,11162,0,3,5,6,1,5847,90,9,3729,815,30,0,4,7,3787,23,8,7992,2675,17,1,5,4,5502,13,10,0
0,0,1,1,0,15167,2355,21,9,4,1,11019,174,14,11145,16680,22,5,1,7,10153,38,14,10407,3018,18,5,3,5,9144,168,13,16860,6200,21,7,1,10,11569,181,13,5601,10238,49,3,3,9,6835,38,11,1
1,1,0,0,0,11531,6897,8,5,6,0,7620,117,13,6070,2561,15,1,6,6,6628,12,10,7445,0,14,2,5,4,8039,166,13,9884,4018,11,2,5,2,7745,182,11,4178,0,40,2,7,2,5481,29,9,0
0,1,0,0,0,15870,12211,15,4,10,2,11068,201,14,8198,11482,23,1,5,3,8295,36,13,6904,1209,65,1,6,4,6331,35,12,19017,0,18,1,4,3,8964,199,14,13886,3137,25,4,3,3,10800,204,13,0
1,0,1,1,1,23083,5386,29,9,2,8,12960,190,16,20722,52152,31,8,1,7,13492,40,16,18109,1906,20,5,3,7,10664,153,15,8935,3169,60,2,3,12,7650,34,12,15991,15517,38,4,3,4,11900,174,14,1
0,1,1,1,1,22103,48636,38,12,3,8,16574,17,17,13466,6325,133,4,5,13,10081,63,15,14088,20955,40,1,3,11,13483,254,17,21771,13391,39,5,2,12,15022,267,17,18836,3895,33,6,5,11,12289,200,16,1
1,0,0,0,0,12694,4572,27,2,5,7,10526,194,16,22430,8363,31,3,3,5,11135,37,16,27827,507,24,6,9,6,12505,220,16,26709,4044,34,6,3,2,14797,308,16,7574,130,89,1,8,5,7098,40,13,0
0,0,1,1,0,23143,3965,21,7,6,10,12874,202,16,23666,14911,32,4,5,10,11500,57,15,17498,1661,16,2,11,7,8032,126,13,16021,1564,14,7,7,2,12076,190,14,7127,3796,71,1,11,6,7001,53,12,0
1,1,0,0,1,16836,10785,22,5,5,3,11471,175,16,19755,40750,27,9,4,11,12999,39,15,34647,1708,21,11,8,7,12449,168,15,29335,11974,13,11,3,15,14718,207,16,14771,5736,70,4,1,26,10002,19,15,1
0,0,1,1,1,15739,41730,19,8,7,11,12170,52,15,36544,11289,25,14,3,6,15532,197,16,21083,5232,20,3,7,11,10450,169,15,9180,2689,60,3,6,20,9193,25,14,20894,19182,27,10,4,12,11131,119,15,1
1,1,0,0,0,16469,4022,2,2,8,3,8387,168,14,19692,3594,19,6,9,9,11861,216,13,18270,2139,24,9,5,7,11653,38,15,6483,370,40,4,9,9,9385,36,12,15825,2911,33,5,7,9,10252,169,14,0
0,0,0,0,0,12475,8662,12,4,4,4,11331,202,14,22856,25751,21,9,5,2,13009,88,16,6975,144,20,3,7,3,8123,117,12,5964,0,14,1,4,1,8110,171,11,4801,4617,43,0,5,5,5524,34,11,0
1,1,1,1,1,7000,1517,53,0,4,15,6434,12,12,12783,28796,33,7,4,5,11680,69,14,16910,5556,11,4,3,10,9566,167,12,23733,14132,13,9,3,6,13443,231,16,19694,4619,17,5,3,10,9457,145,14,1
0,1,1,1,1,7336,19499,7,0,0,4,7129,135,10,5174,6885,6,1,2,0,6015,82,9,5704,17338,6,1,0,6,5768,8,10,9228,3652,16,7,3,3,7988,99,9,3328,2672,29,4,3,6,5851,25,8,1
1,0,0,0,0,3140,537,4,1,1,0,3837,59,8,9193,1366,11,2,5,3,5306,108,8,3756,2079,13,1,2,1,5365,17,10,4639,0,13,3,2,0,5160,88,9,2497,248,11,1,3,2,3421,20,7,0
0,1,1,1,1,17591,19228,17,10,1,11,10764,41,14,23402,17278,27,13,1,12,15552,210,14,7323,1897,38,1,2,18,8026,27,12,15920,3888,23,7,4,10,10799,150,15,9114,4859,18,4,6,9,8849,121,12,1
1,0,0,0,0,7667,1266,14,1,7,2,7433,171,13,12534,12933,21,4,8,4,7774,33,12,21739,3361,13,7,5,2,11462,189,14,7352,0,6,1,8,2,6823,123,11,5293,1958,42,1,7,4,4794,27,10,0
0,1,1,1,1,10547,9630,21,4,3,5,9748,157,14,6850,41618,32,5,3,3,9249,29,13,6441,3904,50,3,3,14,7978,23,12,11115,2167,20,4,3,4,8547,151,14,21230,17116,21,9,3,9,13207,186,13,1
1,0,0,0,0,15079,3462,17,5,3,5,10039,171,13,11866,7716,28,6,4,4,9075,30,12,17763,1727,12,3,4,5,7902,161,13,3762,661,33,1,7,4,4884,13,10,4492,1016,14,0,7,5,6654,137,12,0
0,0,0,0,0,22446,16291,32,13,10,9,14985,12,16,13045,1860,94,3,9,11,8864,37,15,35550,20749,35,8,5,12,19085,351,18,52129,6614,44,12,4,14,18520,294,18,21510,1662,27,0,9,16,10648,176,17,0
1,1,1,1,1,45971,13394,35,12,5,12,19448,251,18,35349,58425,47,12,8,12,17350,31,18,22824,17700,29,7,8,10,16745,265,18,21572,4484,120,5,8,17,11605,74,16,24125,17669,55,1,7,27,15123,255,18,1
0,1,1,1,0,21180,22522,22,6,7,6,13189,190,16,15949,32042,34,4,8,7,12088,29,15,19486,4056,41,8,7,11,13706,219,16,5513,958,67,1,7,16,8076,31,13,26071,9098,30,10,9,11,13369,212,14,0
1,0,0,0,1,21753,23582,21,7,7,13,15474,220,17,14681,13531,17,2,10,15,10582,48,16,38118,16851,30,21,3,8,17583,219,18,28030,14191,15,7,4,14,13399,221,16,5529,118,69,1,5,19,8264,39,14,1
0,0,1,1,0,15785,134,11,3,12,7,8427,116,13,21883,10887,21,6,11,7,11947,34,13,24866,1085,21,10,9,7,11392,154,15,7518,0,53,0,14,14,6771,33,12,28183,6372,14,11,13,5,13675,158,14,0
1,1,0,0,1,40103,4224,16,16,10,9,12865,139,16,29084,26333,15,19,5,14,15989,154,15,19255,18437,28,9,4,18,12448,45,16,23123,27306,46,12,5,8,15045,161,16,8534,4553,37,3,7,18,8827,28,14,1
0,1,1,1,0,6449,2230,23,2,7,7,11005,205,16,16173,32574,32,6,6,8,13361,33,15,25348,4285,26,10,9,5,14472,236,16,5416,520,54,2,4,7,7415,40,13,15468,5264,23,3,2,4,12537,277,15,0
1,0,0,0,1,39119,23872,29,11,4,7,16369,252,18,14075,26171,80,3,5,9,12548,57,16,21903,22125,32,9,8,2,13740,192,17,5293,6236,66,1,4,17,9526,11,15,20743,12151,41,4,2,2,13858,267,16,1
0,1,0,0,0,10838,1977,45,4,3,11,13679,228,18,41906,55308,45,11,8,15,18688,116,18,15849,4453,24,6,6,15,13134,194,17,25132,25729,73,11,5,12,20086,336,18,7669,1748,98,2,6,17,9335,27,16,1
1,0,1,1,1,32006,16272,33,7,5,7,15865,224,17,20098,26359,39,4,10,11,13687,78,17,18609,7562,34,11,9,5,15916,217,16,29208,18448,58,5,5,12,16306,240,16,10136,3395,71,1,5,14,9386,11,14,0
0,0,0,0,0,2624,83,7,0,3,1,4359,97,7,2945,462,11,0,3,0,4432,102,10,1947,0,8,1,0,0,4628,16,9,2807,389,15,0,2,0,4085,91,9,3340,0,6,0,6,1,2930,18,7,0
